id;available;url;price;currencyId;category;picture;name;description
7595;true;http://izrael-cosmetics.ru/product/dead-sea-aqua-eye-fresh-gel-by-natural-sea-beauty;37,521;RUR;Для жирной кожи;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-aqua-eye-fresh-gel-natural-sea-beauty.jpg;Aqua Eye Fresh гель для глаз серии Natural Sea Beauty от Dead Sea (new);-
16254;true;http://izrael-cosmetics.ru/product/bio-spa-lip-balm-dead-sea-minerals;5,731;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-spa-lip-balm-dead-sea-minerals.jpg;Бальзам для губ серии Bio Spa от Dead Sea Minerals;-
15338;true;http://izrael-cosmetics.ru/product/dead-sea-facial-peeling-mask-by-sea-of-spa;8,272;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-mask-sea-spa.gif;Dead Sea Facial  Peeling Mask by Sea of Spa;-
15866;true;http://izrael-cosmetics.ru/product/bio-marine-nourishing-dead-sea-night-cream;6,248;RUR;Уход за телом;;Bio Marine Увлажняющий и питательный ночной крем Dead Sea;-
16100;true;http://izrael-cosmetics.ru/product/facial-cleansing-milk-dead-sea-cosmetics;7,821;RUR;Крема;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/facial-cleansing-milk-dead-sea-cosmetics.jpg;Очищающее молочко для лица, Dead Sea Cosmetics (new);-
15908;true;http://izrael-cosmetics.ru/product/%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%b8-%d1%81%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b2%d0%be-%d0%be%d1%82-%d0%be%d0%b1;8,855;RUR;Крема;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/protective-day-cream-face-baldness-men-enriched-dead-sea-minerals.gif;Защитный крем для лица и средство от облысения;-
15919;true;http://izrael-cosmetics.ru/product/dead-sea-delicate-peeling-mask;10,417;RUR;Сыворотки и маски;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-delicate-peeling-mask.jpg;Dead Sea деликатная пилинговая маска (new);-
15917;true;http://izrael-cosmetics.ru/product/active-facial-toner-enriched-with-dead-sea-minerals;6,248;RUR;Для жирной кожи;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/active-facial-toner-enriched-dead-sea-minerals.jpg;Тоник для лица с минералами Мертвого Моря;-
15918;true;http://izrael-cosmetics.ru/product/active-milk-cleanser-enriched-with-dead-sea-minerals;10,945;RUR;Для жирной кожи;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/active-milk-cleanser-enriched-dead-sea-minerals.jpg;Активное очищающее молочко обогащенное минералами Мертвого моря (new);-
15998;true;http://izrael-cosmetics.ru/product/dead-sea-%d0%bf%d0%b8%d1%82%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%bc%d0%be%d1%80%d0%ba%d0%be%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-new;8,855;RUR;Крема;;Dead Sea Питающий морковный крем (new);-
